smiles,pce_pcbm_sas,pce_pcdtbt_sas,pce_1,pce_2,sas,pce12_sas
[nH]1c2ccc3nsnc3c2c2[se]c3cc(ncc3c12)-c1scc2sccc12,0.789033437,-3.877050748,4.666084185,0.0,3.877050748,0.789033437
[nH]1cccc1C1=Cc2c(C1)c1cnc3cc[se]c3c1c1nsnc21,1.392494055,-4.216367419,5.608861474,0.0,4.216367419,1.392494055
[nH]1c2cc(ccc2c2sc3ccc4=C[SiH2]C=c4c3c12)-c1scc2C=C[SiH2]c12,-0.637536318,-4.551459295,3.913922977,0.0,4.551459295,-0.637536318
c1cc2[se]c3c4sc(cc4c4=CCC=c4c3c2o1)-c1nccc2nsnc12,4.393373003,-4.205459295,8.598832298,0.0,4.205459295,4.393373003
c1ccc(s1)-c1cc2c3cocc3c3c(c4nsnc4c4ccc5=CCC=c5c34)c2s1,1.501497983,-3.832339436,5.333837419,0.0,3.832339436,1.501497983
c1sc(C2=Cc3sc4cc5ccc6=CCC=c6c5cc4c3[SiH2]2)c2occc12,-1.34220006,-4.323630235,2.981430175,0.0,4.323630235,-1.34220006
c1sc(c2CC=Cc12)-c1cc2cnc3c4c5cocc5ccc4c4=C[SiH2]C=c4c3c2cn1,0.341861954,-4.398192992,4.740054946,0.0,4.398192992,0.341861954
c1cc2c3nsnc3c3c4ccc(cc4c4nsnc4c3c2[se]1)-c1cccc2=C[SiH2]C=c12,2.800851042,-4.349755973,7.150607015,0.0,4.349755973,2.800851042
[nH]1c(cc2c3cscc3c3c(c4cscc4c4ccc5c[nH]cc5c34)c12)-c1ccc[se]1,-2.297576585,-3.905817848,1.608241263,0.0,3.905817848,-2.297576585
c1ccc(-c2ccc(o2)-c2sc(-c3ncncn3)c3[se]ccc23)c2cocc12,2.804553087,-3.781731171,6.586284258,0.0,3.781731171,2.804553087
c1cnc(s1)-c1cnc(s1)-c1cnc(s1)-c1cccc2cCcc12,3.310242222,-3.409440496,6.719682718,0.0,3.409440496,3.310242222
c1[SiH2]c(cc1)-c1sc(-c2cnc(-c3cccc4c[nH]cc34)c3nsnc23)c2nccnc12,2.06648454,-4.140159819,6.206644359,0.0,4.140159819,2.06648454
c1sc(-c2cc3sc4c5ccccc5oc4c3c3ccccc23)c2occc12,-0.334583454,-3.032197655,2.697614201,0.0,3.032197655,-0.334583454
c1ccc(cn1)-c1cc2cc3oc4ccc5c[nH]cc5c4c3cc2c2c[nH]cc12,-2.371165141,-3.173650067,0.802484927,0.0,3.173650067,-2.371165141
c1cc2oc3cc4cc(-c5scc6CC=Cc56)c5nsnc5c4cc3c2[se]1,-1.204564275,-4.073977244,2.869412969,0.0,4.073977244,-1.204564275
C1C=c2c3C=CCc3c3ccc4cc(ccc4c3c2=C1)-c1scc2ccsc12,-1.787746508,-3.631007545,1.843261037,0.0,3.631007545,-1.787746508
C1C=CC=C1c1cc2cnc3c4cnccc4c4=C[SiH2]C=c4c3c2o1,0.007742146,-4.121210621,4.128952766,0.0,4.121210621,0.007742146
[nH]1c(cc2cc3[se]c4ccsc4c3cc12)C1=CC=CC1,-2.324870272,-3.774414257,1.449543985,0.0,3.774414257,-2.324870272
C1C=CC=C1c1cc2ccc3c(oc4ccc5cscc5c34)c2cn1,-1.101611579,-3.229258005,2.127646427,0.0,3.229258005,-1.101611579
c1sc(-c2cc3ncc4cc5ccc6=CCC=c6c5cc4c3c3cocc23)c2sccc12,-1.103707549,-3.828511742,2.724804193,0.0,3.828511742,-1.103707549
c1ccc(cn1)-c1cc2c3cocc3c3c([se]c4ccc5cocc5c34)c2cn1,-0.684818502,-3.742440518,3.057622017,0.0,3.742440518,-0.684818502
[nH]1ccc2c3nsnc3c3c4ncc(cc4c4=C[SiH2]C=c4c3c12)-c1ccccn1,0.966150063,-3.908139192,4.874289255,0.0,3.908139192,0.966150063
c1ccc([se]1)-c1cc2ncc3c(c4c[nH]cc4c4ccc5c[nH]cc5c34)c2s1,-2.321228201,-3.858499852,1.537271652,0.0,3.858499852,-2.321228201
c1cc2c3cocc3c3c4CC(=Cc4cnc3c2s1)c1scc2nccnc12,4.017121711,-3.787544907,7.804666619,0.0,3.787544907,4.017121711
c1[SiH2]c(cc1)-c1ccc(-c2ccc(-c3cccnc3)c3cCcc23)c2cscc12,-1.33913915,-3.941093038,2.601953888,0.0,3.941093038,-1.33913915
c1cc2c(cc(-c3cc4ncccc4c4=C[SiH2]C=c34)c3cocc23)[se]1,-2.787350347,-4.393032775,1.605682428,0.0,4.393032775,-2.787350347
C1C=c2c3C=C(Cc3c3sc4C=C[SiH2]c4c3c2=C1)c1scc2C=CCc12,-3.390411496,-4.990024756,1.59961326,0.0,4.990024756,-3.390411496
C1C=Cc2c1c1c3ccccc3c(cc1c1ccccc21)-c1scc2[nH]ccc12,-1.725422262,-3.016134948,1.290712686,0.0,3.016134948,-1.725422262
c1cc2c(o1)c1cnc3cc(sc3c1c1ccccc21)-c1cccs1,-0.610625482,-2.674228467,2.063602985,0.0,2.674228467,-0.610625482
c1ccc(o1)C1=Cc2ncc3cc4ccoc4cc3c2C1,-1.255055384,-3.187302961,1.932247578,0.0,3.187302961,-1.255055384
c1sc(c2CC=Cc12)-c1cc2ncc3c([se]c4ccc5cscc5c34)c2c2cscc12,5.295003436,-4.178619833,9.473623268,0.0,4.178619833,5.295003436
c1cc2c3nsnc3c3c(sc4cc(-c5cccc6nsnc56)c5nsnc5c34)c2[se]1,3.010364669,-4.058476905,7.068841573,0.0,4.058476905,3.010364669
c1sc(C2=Cc3cnccc3[SiH2]2)c2c1c1ccccc1c1ccccc21,-0.902793244,-3.259796945,2.357003701,0.0,3.259796945,-0.902793244
c1ccc(cn1)-c1ccc(-c2sc(-c3ncncn3)c3cc[se]c23)c2ccccc12,2.64171503,-3.24985711,5.891572139,0.0,3.24985711,2.64171503
C1C=Cc2[se]c3c(oc4cc(sc34)-c3ccc[se]3)c12,-2.115154771,-4.613550968,2.498396197,0.0,4.613550968,-2.115154771
c1sc(-c2ccc(-c3sc(-c4ccccc4)c4[se]ccc34)c3cscc23)c2ccoc12,0.409469783,-3.703943902,4.113413685,0.0,3.703943902,0.409469783
c1sc(-c2ccc(-c3ccc([se]3)-c3nccc4nsnc34)c3cCcc23)c2[se]ccc12,3.251012088,-4.452575664,7.703587752,0.0,4.452575664,3.251012088
c1sc(c2[SiH2]C=Cc12)-c1ccc2c3[se]c4ccc5c[nH]cc5c4c3c3c[nH]cc3c2c1,-3.463353708,-4.51111214,1.047758432,0.0,4.51111214,-3.463353708
c1sc(-c2ccc(o2)-c2sc(-c3cccc4cocc34)c3[se]ccc23)c2[se]ccc12,-0.474658134,-4.289735571,3.815077438,0.0,4.289735571,-0.474658134
c1cnc(s1)-c1sc(-c2sc(-c3cncc4nsnc34)c3ccCc23)c2sccc12,5.378314293,-3.890372494,9.268686787,0.0,3.890372494,5.378314293
c1sc(C2=Cc3ncc4c(c3[SiH2]2)c2cscc2c2ccc3=CCC=c3c42)c2occc12,-1.292524,-4.419615862,3.127091862,0.0,4.419615862,-1.292524
[nH]1c2cc(oc2c2c3nsnc3c3ccoc3c12)-c1cccc2c[nH]cc12,-1.217414198,-3.636566987,2.419152789,0.0,3.636566987,-1.217414198
c1ccc(nc1)C1=Cc2c(C1)c1cc3c4cscc4ccc3cc1c1cocc21,-1.050294438,-3.415696752,2.365402313,0.0,3.415696752,-1.050294438
c1sc(-c2cc3cc4c5c[nH]cc5c5ccccc5c4cc3o2)c2occc12,-1.519081474,-3.182934468,1.663852994,0.0,3.182934468,-1.519081474
[nH]1c2cc[se]c2c2cc3c(cc(-c4ncncn4)c4=C[SiH2]C=c34)cc12,0.376692325,-4.406858621,4.783550946,0.0,4.406858621,0.376692325
[nH]1c(cc2ccc3c(oc4ccc5=C[SiH2]C=c5c34)c12)-c1cccc2nsnc12,1.68539787,-3.790432819,5.475830689,0.0,3.790432819,1.68539787
[SiH2]1C=Cc2c1c1ncc3cc(-c4scc5cc[se]c45)c4cscc4c3c1c1nsnc21,0.865991142,-4.689157302,5.555148444,0.0,4.689157302,0.865991142
c1sc(c2CC=Cc12)-c1cc2cnc3c(cnc4ccc5cscc5c34)c2c2cocc12,-0.563964071,-3.860186262,3.29622219,0.0,3.860186262,-0.563964071
c1sc(-c2cc3cc4cnc5ccc6=C[SiH2]C=c6c5c4cc3c3cscc23)c2nccnc12,3.590547834,-4.012973913,7.603521746,0.0,4.012973913,3.590547834
c1sc(-c2cc3cnc4cc5cccnc5cc4c3s2)c2cc[se]c12,1.230931954,-3.476722005,4.707653959,0.0,3.476722005,1.230931954
c1ccc(-c2sc(c3[SiH2]ccc23)-c2sc(c3Cccc23)-c2ncncn2)c2nsnc12,2.664712815,-4.301018344,6.965731158,0.0,4.301018344,2.664712815
c1ccc([se]1)-c1ncc(s1)-c1sc(-c2scc3ccoc23)c2nccnc12,4.672437801,-3.883725962,8.556163763,0.0,3.883725962,4.672437801
c1ccc(cc1)-c1[SiH2]c(cc1)-c1sc(c2Cccc12)-c1cncc2nsnc12,3.396728337,-3.972087764,7.368816102,0.0,3.972087764,3.396728337
[nH]1cccc1-c1cnc(s1)-c1ccc(cn1)-c1cccnc1,0.286121016,-2.617286294,2.903407311,0.0,2.617286294,0.286121016
[SiH2]1C=c2c3c4[SiH2]C=Cc4[se]c3c3ccc(cc3c2=C1)-c1ccccn1,-3.479525787,-4.570114005,1.090588218,0.0,4.570114005,-3.479525787
c1cc2sc3c4sc(cc4[se]c3c2s1)-c1cccc2=C[SiH2]C=c12,0.969963962,-4.429969873,5.399933836,0.0,4.429969873,0.969963962
[nH]1c(cc2c1c1ccc3cccnc3c1c1ccccc21)-c1ccco1,-0.989225388,-2.501146649,1.511921261,0.0,2.501146649,-0.989225388
C1C=c2c3c4CC=Cc4sc3c3c4cocc4c(cc3c2=C1)-c1scc2nccnc12,1.025100719,-4.229101718,5.254202437,0.0,4.229101718,1.025100719
[nH]1cccc1-c1cc2c3c[nH]cc3c3c4ccccc4c4=CCC=c4c3c2c2cocc12,-3.12760362,-3.743956454,0.616352834,0.0,3.743956454,-3.12760362
c1ccc(s1)-c1cc2cc3cnc4ccc5cscc5c4c3cc2s1,-0.901948943,-2.980880159,2.078931216,0.0,2.980880159,-0.901948943
[SiH2]1C=Cc2c1c1c3cscc3c3cc([se]c3c1c1nsnc21)-c1ccc[se]1,2.137870548,-4.997739637,7.135610185,0.0,4.997739637,2.137870548
C1C=Cc2c1c1c3nsnc3c3cc(-c4ncncn4)c4=C[SiH2]C=c4c3c1c1cocc21,-1.3231231,-4.529317512,3.206194412,0.0,4.529317512,-1.3231231
c1cc2ccc3c(ccc4cc(-c5cccc6nsnc56)c5=CCC=c5c34)c2cn1,2.433169502,-3.184980187,5.618149689,0.0,3.184980187,2.433169502
c1cc2oc(cc2s1)-c1cc2c3cocc3ccc2c2=C[SiH2]C=c12,0.013936584,-4.049213573,4.063150158,0.0,4.049213573,0.013936584
c1ccc(-c2cc3sc4c([se]c5ccc6=CCC=c6c45)c3o2)c2nsnc12,2.268399964,-3.977178953,6.245578918,0.0,3.977178953,2.268399964
c1[SiH2]c(cc1)-c1ccc(o1)-c1sc(-c2scc3ccCc23)c2nccnc12,1.442777607,-4.275686646,5.718464252,0.0,4.275686646,1.442777607
c1ccc(s1)-c1sc(-c2sc(-c3cccc4ccccc34)c3cc[se]c23)c2ccsc12,0.549626502,-3.395523058,3.945149561,0.0,3.395523058,0.549626502
c1sc(-c2cc3cc4sc5ccc6ccccc6c5c4cc3c3cocc23)c2cc[se]c12,-0.18515955,-3.593346358,3.408186808,0.0,3.593346358,-0.18515955
c1ccc(nc1)C1=Cc2cnc3c(c2[SiH2]1)c1cscc1c1ccc2nsnc2c31,1.751105008,-3.85410577,5.605210779,0.0,3.85410577,1.751105008
c1ccc(nc1)-c1ccc2c(c1)c1c[nH]cc1c1c3c4nsnc4ccc3c3nsnc3c21,-3.321052234,18.69111687,0.0,22.01216911,3.321052234,18.69111687
c1ccc(o1)-c1sc(-c2ccc(-c3ccc[se]3)c3c[nH]cc23)c2ccoc12,-1.748463213,-3.757467842,2.009004629,0.0,3.757467842,-1.748463213
[nH]1c(cc2ccc3c(c4cocc4c4ccc5nsnc5c34)c12)-c1cccc2=C[SiH2]C=c12,0.84010966,-4.004258377,4.844368037,0.0,4.004258377,0.84010966
[nH]1c(cc2ccc3c4CC=Cc4cnc3c12)C1=CC=CC1,-2.582225612,-3.386762302,0.80453669,0.0,3.386762302,-2.582225612
c1ccc(o1)-c1sc(-c2ncc(-c3scc4Cccc34)c3nsnc23)c2[se]ccc12,0.056457294,-4.17068634,4.227143634,0.0,4.17068634,0.056457294
[nH]1c2ccc3ccccc3c2c2[nH]c3cc(ncc3c12)-c1cccnc1,-1.507137665,-2.522226531,1.015088866,0.0,2.522226531,-1.507137665
c1sc(c2[SiH2]C=Cc12)-c1cc2cc3cnc4ccc5nsnc5c4c3cc2c2nsnc12,2.154802242,-4.095070396,6.249872639,0.0,4.095070396,2.154802242
[nH]1c(cc2cnc3c4ncccc4c4cscc4c3c12)-c1scc2ccsc12,-0.533188814,-3.445078424,2.91188961,0.0,3.445078424,-0.533188814
c1ccc(cn1)C1=Cc2c(C1)c1ncc3ccc4ccccc4c3c1c1=CCC=c21,-3.281504802,-3.281504802,0.0,0.0,3.281504802,-3.281504802
c1sc(-c2ccc3c(c2)sc2cc4ccccc4cc32)c2ccoc12,-0.453395817,-2.741271544,2.287875727,0.0,2.741271544,-0.453395817
[SiH2]1C=CC=C1C1=Cc2ncc3c(c2[SiH2]1)c1ccccc1c1ccc2c[nH]cc2c31,-2.244547298,-4.290808688,2.04626139,0.0,4.290808688,-2.244547298
[nH]1c(cc2[nH]c3cc4ccc5c[nH]cc5c4cc3c12)-c1scc2[nH]ccc12,-3.477322543,-3.477322543,0.0,0.0,3.477322543,-3.477322543
[nH]1c2C=CCc2c2c3cocc3c3cc(-c4cccc5cocc45)c4cscc4c3c12,-2.126070173,-3.829302215,1.703232041,0.0,3.829302215,-2.126070173
C1C=CC=C1c1cc2oc3c(c4cscc4c4ccncc34)c2c2cocc12,-0.852625783,-3.599181171,2.746555388,0.0,3.599181171,-0.852625783
[nH]1c2C=C[SiH2]c2c2[SiH2]c3cc(ccc3-c12)-c1ccco1,-3.753904027,-4.398038103,0.644134076,0.0,4.398038103,-3.753904027
c1cc2cc3cc4c(cc(-c5scc6cc[se]c56)c5=CCC=c45)cc3cc2s1,-0.730544571,-3.946528424,3.215983853,0.0,3.946528424,-0.730544571
c1cc2[se]c3c4[SiH2]C(=Cc4c4cocc4c3c2s1)c1ccc[se]1,-1.012974534,-4.986866194,3.973891661,0.0,4.986866194,-1.012974534
c1cc2c3c[nH]cc3c3c(cnc4cc(-c5scc6cc[se]c56)c5cocc5c34)c2s1,-1.719840191,-4.116605441,2.396765249,0.0,4.116605441,-1.719840191
c1ccc(nc1)-c1cc2c(c3c[nH]cc13)c1oc3ccccc3c1c1=C[SiH2]C=c21,-1.756116978,-3.670871818,1.91475484,0.0,3.670871818,-1.756116978
c1sc(C2=Cc3c([SiH2]2)c2c4c[nH]cc4c4cccnc4c2c2nsnc32)c2[nH]ccc12,0.339199138,-4.269807922,4.60900706,0.0,4.269807922,0.339199138
[nH]1c2cc(-c3cccc4=CCC=c34)c3nsnc3c2c2c3cocc3c3ccsc3c12,-0.50814913,-3.831263009,3.323113879,0.0,3.831263009,-0.50814913
[nH]1c(cc2ncc3c4CC=Cc4ccc3c12)-c1scc2occc12,-1.584379103,-3.520942419,1.936563317,0.0,3.520942419,-1.584379103
c1ccc(o1)-c1cc2c3c[nH]cc3c3cc4cccnc4cc3c2[se]1,-1.50607073,-3.490634621,1.984563891,0.0,3.490634621,-1.50607073
c1sc(-c2[SiH2]c(cc2)-c2ccc(-c3cccc4c[SiH2]cc34)c3cocc23)c2ccoc12,-1.004759576,-4.635088815,3.63032924,0.0,4.635088815,-1.004759576
c1ccc(s1)-c1cc2sc3c([se]c4ccc5=C[SiH2]C=c5c34)c2[se]1,0.156933978,-4.845946462,5.00288044,0.0,4.845946462,0.156933978
c1Cc(cc1)-c1ccc([se]1)-c1ccc(cc1)-c1scc2cc[SiH2]c12,-1.927102432,-4.217896266,2.290793834,0.0,4.217896266,-1.927102432
c1cnc2c(c1)c1c[nH]cc1c1c3c4nsnc4c(cc3c3=C[SiH2]C=c3c21)-c1ncncn1,3.180061915,-4.197094192,7.377156107,0.0,4.197094192,3.180061915
c1cc2oc3cc(oc3c2cn1)-c1cccc2c[nH]cc12,-1.649006336,-3.05969417,1.410687834,0.0,3.05969417,-1.649006336
c1cc2c3cocc3c3c4CC(=Cc4ncc3c2o1)c1ccccc1,-1.67022723,-3.329269698,1.659042467,0.0,3.329269698,-1.67022723
c1ccc(cn1)-c1cc2oc3c(c2c2nsnc12)c1=CCC=c1c1ccc2cocc2c31,1.422212322,-3.74055405,5.162766372,0.0,3.74055405,1.422212322
[nH]1ccc2[se]c3cc4cc([se]c4cc3c12)-c1scc2C=CCc12,-2.803061254,-4.58957188,1.786510626,0.0,4.58957188,-2.803061254
[nH]1c2-c3cnccc3Cc2c2c1cc(-c1cncs1)c1cscc21,-0.426515412,-3.395184727,2.968669316,0.0,3.395184727,-0.426515412
[nH]1c(cc2c1c1c3cocc3c3ccc4cscc4c3c1c1=CCC=c21)-c1ncncn1,-0.114277631,-3.976770877,3.862493246,0.0,3.976770877,-0.114277631
c1sc(-c2cc3c4c[nH]cc4c4ccccc4c3c3ccccc23)c2[se]ccc12,-1.861395302,-3.322782693,1.461387391,0.0,3.322782693,-1.861395302
C1C=c2c(cc3sc4c(c5cocc5c5ccc6c[nH]cc6c45)c3c2=C1)C1=CC=C[SiH2]1,-3.292487386,-4.592981619,1.300494233,0.0,4.592981619,-3.292487386
c1sc(C2=Cc3ncc4cc5ccc6cscc6c5cc4c3[SiH2]2)c2occc12,-0.582519478,-3.991366885,3.408847408,0.0,3.991366885,-0.582519478
[nH]1ccc2oc3c(sc4cc(-c5ccccn5)c5ccccc5c34)c12,-1.523692603,-2.891629698,1.367937095,0.0,2.891629698,-1.523692603
C1C=c2cccc(-c3cc4c5nsnc5c5c6CC=Cc6sc5c4[se]3)c2=C1,0.268896932,-4.331462714,4.600359646,0.0,4.331462714,0.268896932
c1sc(c2[SiH2]C=Cc12)-c1cc2sc3c4ccccc4[se]c3c2c2=C[SiH2]C=c12,-0.189423243,-4.976835364,4.787412121,0.0,4.976835364,-0.189423243
c1sc(-c2cc3c4c[nH]cc4c4cc5ccc6nsnc6c5cc4c3[se]2)c2sccc12,-0.609950664,-3.976019336,3.366068673,0.0,3.976019336,-0.609950664
[nH]1c(ccc1-c1cnc(-c2scc3cc[se]c23)c2nsnc12)-c1nccs1,5.633617325,13.41932551,9.632746705,17.41845489,3.999129381,23.05207222
[nH]1ccc2ncc3c4cnc(cc4c4cocc4c3c12)-c1cccc2cocc12,-1.467657657,-3.466085611,1.998427954,0.0,3.466085611,-1.467657657
c1sc(-c2ccc(cn2)-c2sc(-c3ncncn3)c3cc[nH]c23)c2[nH]ccc12,1.560617372,-3.568033918,5.128651291,0.0,3.568033918,1.560617372
c1ccc(C2=Cc3ncc4c([se]c5ccc6cocc6c45)c3C2)c2cscc12,-2.317777836,-3.98774216,1.669964324,0.0,3.98774216,-2.317777836
c1sc(-c2cc3c4cocc4c4c5ncccc5oc4c3c3c[nH]cc23)c2cc[se]c12,-1.432080318,-4.089014374,2.656934056,0.0,4.089014374,-1.432080318
[nH]1ccc2c1c1ncc3cc([nH]c3c1c1=CCC=c21)C1=CC=C[SiH2]1,-2.822269422,-4.440465496,1.618196074,0.0,4.440465496,-2.822269422
[nH]1c(cc2c3c[nH]cc3c3cc4ccc5c[nH]cc5c4cc3c12)-c1cccc2=C[SiH2]C=c12,-3.05331642,-3.959659339,0.906342919,0.0,3.959659339,-3.05331642
[nH]1c-2c([SiH2]c3cc(-c4cccs4)c4cocc4c-23)c2[se]ccc12,-2.142999036,-4.412700308,2.269701272,0.0,4.412700308,-2.142999036
c1sc(c2Cccc12)-c1ncc(-c2sc(-c3scc4ccoc34)c3nccnc23)c2nsnc12,-4.071947156,17.38133002,0.0,21.45327717,4.071947156,17.38133002
c1sc(-c2ncc(s2)-c2ccc(nc2)-c2scc3sccc23)c2ccoc12,1.699703208,-3.443324252,5.143027461,0.0,3.443324252,1.699703208
c1sc(-c2cc3c4cocc4c4c(cnc5ccc6ccccc6c45)c3o2)c2ccsc12,-0.240766908,-3.345423762,3.104656854,0.0,3.345423762,-0.240766908
c1sc(-c2cc3cnc4c5ccccc5c5ccccc5c4c3[se]2)c2CC=Cc12,-1.575214937,-3.433585346,1.858370409,0.0,3.433585346,-1.575214937
c1sc(-c2ccc([se]2)-c2cnc(s2)-c2scc3nccnc23)c2nccnc12,-3.873613589,11.72288178,0.0,15.59649537,3.873613589,11.72288178
C1C=Cc2c1c1[se]c3cc(sc3c1c1=C[SiH2]C=c21)-c1cccc2=C[SiH2]C=c12,-1.205205758,-5.167784081,3.962578324,0.0,5.167784081,-1.205205758
c1ccc(C2=Cc3cc4ccc5ccc6ccccc6c5c4cc3[SiH2]2)c2ccccc12,-1.552741237,-2.909183604,1.356442368,0.0,2.909183604,-1.552741237
[nH]1c(cc2c3c[nH]cc3c3c4cnccc4c4nsnc4c3c12)-c1cncc2nsnc12,4.201169627,-3.742677127,7.943846754,0.0,3.742677127,4.201169627
[nH]1c2cc(C3=CC=C[SiH2]3)c3cscc3c2c2sc3ccccc3c12,-1.85909085,-3.851942419,1.992851569,0.0,3.851942419,-1.85909085
[nH]1cccc1-c1cc2cnc3c4ccccc4c4=C[SiH2]C=c4c3c2c2cocc12,-1.11906999,-3.907294099,2.788224109,0.0,3.907294099,-1.11906999
[SiH2]1C=c2c(cc3c4cscc4c4C=C[SiH2]c4c3c2=C1)-c1cncs1,0.343200711,-4.902530881,5.245731592,0.0,4.902530881,0.343200711
c1ccc(o1)-c1cnc2c(c1)oc1c3[se]ccc3c3nsnc3c21,1.012789069,-3.780792419,4.793581488,0.0,3.780792419,1.012789069
c1sc(-c2cc3c4c[nH]cc4c4ccc5cocc5c4c3c3cocc23)c2ccoc12,-1.889302862,-3.840566731,1.951263869,0.0,3.840566731,-1.889302862
[nH]1c(cc2c3nsnc3c3c4occc4c4nsnc4c3c12)-c1nccs1,3.207330864,-3.710438782,6.917769646,0.0,3.710438782,3.207330864
c1ccc(-c2sc(-c3ccc(s3)-c3cccc4cscc34)c3[se]ccc23)c2cocc12,0.087163056,-3.712330503,3.799493559,0.0,3.712330503,0.087163056
